Location,Map-Lot,Map,Lot,Land Area,Land Use Code,Land Use Category,Land Use Description,Existing Units,Mixed Use,Group Quarters,Grad Student Housing,Condo,Tax Status,Location 1
166 WEBSTER AVE,78-68,78,68,3320,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3703600501999, -71.0937100910999)"
158 WEBSTER AVE,78-69,78,69,2636,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3702439391, -71.0936926073)"
154 WEBSTER AVE,78-70,78,70,2890,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3701471058, -71.0936795733999)"
150 WEBSTER AVE,78-71,78,71,3164,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3700507001, -71.0936652367)"
9 SECKEL ST,78-74,78,74,3969,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3697738226999, -71.0937279122999)"
13 SECKEL ST,78-75,78,75,3470,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3697277635999, -71.0938798708999)"
163 WEBSTER AVE,78-78,78,78,3128,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3704006432, -71.0932972494999)"
155 WEBSTER AVE,78-79,78,79,2689,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3702616018, -71.0932926772999)"
48-50 WEBSTER AVE,78-8,78,8,4104,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3678984240999, -71.0929624234999)"
107 WEBSTER AVE,78-80,78,80,5173,112,Residential,>8-UNIT-APT,13, , , , , ,"(42.3693127613, -71.0929359380999)"
123 WEBSTER AVE,78-82,78,82,3289,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3696807370999, -71.0930614492999)"
18-20 WILLOW ST,78-86,78,86,3086,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3705199672, -71.0933581798999)"
24 WILLOW ST,78-87,78,87,2604,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3705764973, -71.0932332778999)"
26 WILLOW ST,78-88,78,88,2343,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3706419645, -71.0931997946999)"
134-136 WEBSTER AVE,78-90,78,90,3651,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3697669550999, -71.0935220573999)"
16 PORTSMOUTH ST,78-91,78,91,3120,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3687488731999, -71.0933729247999)"
24 PORTSMOUTH ST,78-92,78,92,3060,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3687164716, -71.0935585457)"
34 PORTSMOUTH ST,78-94,78,94,3031,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3686846534999, -71.0937415552999)"
115-121 WEBSTER AVE,78-96,78,96,12952,112,Residential,>8-UNIT-APT,9, , , , , ,"(42.3695856099, -71.0928964727)"
376 WINDSOR ST,78-97,78,97,2147,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3702590061, -71.0939741077)"
378 WINDSOR ST,78-98,78,98,2195,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3703354634999, -71.0939612199999)"
76 PLYMOUTH ST,78-99,78,99,3600,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3688640335999, -71.0936776436)"
129 HAMPSHIRE ST,79-1,79,1,13961,920,Public Open Space,Parklands,0, , , , ,City NonTax,"(42.3705883729, -71.0965211286)"
292 COLUMBIA ST,79-100,79,100,3273,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3702180025, -71.0957586199999)"
200 ELM ST,79-101,79,101,3837,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3714936538, -71.0960568464)"
332 COLUMBIA ST,79-105,79,105,3055,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3711107092, -71.0952513019999)"
314 COLUMBIA ST,79-106,79,106,4352,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3706920671, -71.0954728921999)"
333 COLUMBIA ST,79-11,79,11,5393,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3711824072, -71.0957745130999)"
65 UNION ST,79-112,79,112,8245,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3709793107, -71.094854264)"
107 HAMPSHIRE ST,79-113,79,113,2133,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3696471077999, -71.0955811136)"
105 HAMPSHIRE ST,79-114,79,114,1816,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3696187673999, -71.0954935206)"
113 HAMPSHIRE ST,79-115,79,115,2381,111,Residential,4-8-UNIT-APT,5, , , , , ,"(42.3698796062, -71.095810536)"
318-320 COLUMBIA ST,79-117,79,117,2987,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3707877654999, -71.0954239792)"
192 ELM ST,79-118,79,118,3045,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3713167654, -71.0961860319)"
190 ELM ST,79-119,79,119,2355,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3712617863, -71.0960199945999)"
325 COLUMBIA ST,79-12,79,12,5630,112,Residential,>8-UNIT-APT,9, , , , , ,"(42.3710477377999, -71.0958461575)"
43-45 UNION ST,79-121,79,121,5519,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3707163970999, -71.0951943327)"
49 UNION ST,79-122,79,122,5704,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3706310872999, -71.0949982081999)"
125 HAMPSHIRE ST,79-123,79,123,3921,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3703574697999, -71.0963602094)"
6 LIVERMORE PL,79-124,79,124,1116,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3709198285, -71.0951141949999)"
5 LIVERMORE PL,79-125,79,125,947,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3708955171, -71.0950424031999)"
4 LIVERMORE PL,79-126,79,126,944,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3708756031999, -71.0949795365)"
3 LIVERMORE PL,79-127,79,127,938,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3708552658, -71.0949167011)"
2 LIVERMORE PL,79-128,79,128,925,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3708339984, -71.0948543298)"
1 LIVERMORE PL,79-129,79,129,991,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3708148397, -71.0947921009999)"
1 UNION PL,79-130,79,130,1040,132,Vacant Residential,RES-UDV-LAND,0, , , , , ,"(42.3702674378999, -71.0952037195999)"
2 UNION PL,79-131,79,131,2080,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3702630161999, -71.0954263906999)"
3 UNION PL,79-132,79,132,2160,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.370389797, -71.0953571481999)"
319 COLUMBIA ST,79-133,79,133,2550,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3709047437, -71.095851202)"
321 COLUMBIA ST,79-136,79,136,1607,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3709600695, -71.0960233093999)"
341 COLUMBIA ST,79-137,79,137,6672,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3713914267, -71.0957175055)"
335 COLUMBIA ST,79-138,79,138,3365,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3712920747, -71.0957557304)"
2 UNION TER,79-139,79,139,2479,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3700071726999, -71.0955617416999)"
315 COLUMBIA ST,79-14,79,14,3386,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3708336014, -71.0959727171999)"
1 UNION TER,79-140,79,140,2558,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3701399457999, -71.0955064847999)"
111 HAMPSHIRE ST,79-142,79,142,2207,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3697591541999, -71.0957075414)"
109 HAMPSHIRE ST,79-143,79,143,4077,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3698474405999, -71.0956294637999)"
309 COLUMBIA ST,79-15,79,15,5000,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.370726552, -71.0960309087)"
303 COLUMBIA ST,79-16,79,16,2837,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3706334158, -71.0960985044)"
301 COLUMBIA ST,79-17,79,17,4000,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3705609702, -71.0961512338)"
297 COLUMBIA ST,79-19,79,19,1571,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3704885192999, -71.0961878231999)"
168 ELM ST,79-2,79,2,3800,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3708082913, -71.0963931567)"
293 COLUMBIA ST,79-20,79,20,1583,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3704156916, -71.0961498830999)"
291 COLUMBIA ST,79-21,79,21,1276,0101,Mixed Use Residential,MXD SNGL-FAM-RE,1,groundfloor, , , , ,"(42.3703299827, -71.0961295)"
121-123 HAMPSHIRE ST,79-22,79,22,4125,325,Commercial,RETAIL-STORE,0, , , , , ,"(42.3702153635, -71.0962381326999)"
119 HAMPSHIRE ST,79-25,79,25,5301,0111,Mixed Use Residential,MXD 4-8-UNIT-AP,8,groundfloor, , , , ,"(42.3699893216, -71.0959113871)"
296 COLUMBIA ST,79-28,79,28,3807,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3702994515, -71.095692098)"
302 COLUMBIA ST,79-29,79,29,3762,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3703933286, -71.095640943)"
170 ELM ST,79-3,79,3,2300,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3708867105999, -71.0963490987)"
306 COLUMBIA ST,79-30,79,30,4232,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3704967927, -71.0955829491)"
310 COLUMBIA ST,79-31,79,31,3300,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.370595227, -71.0955297969999)"
322 COLUMBIA ST,79-34,79,34,5759,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3709039892999, -71.0953593375)"
330 COLUMBIA ST,79-35,79,35,3212,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3710245734, -71.0952912207999)"
66 LINCOLN ST,79-37,79,37,1550,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3711614444999, -71.0949737349999)"
62 LINCOLN ST,79-38,79,38,1662,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3711274433999, -71.0948669854)"
174 ELM ST,79-4,79,4,2300,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3709465757999, -71.0963173362)"
39 UNION ST,79-44,79,44,5586,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.3704866105, -71.0951729375999)"
37 UNION ST,79-45,79,45,2730,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.370342534, -71.095160723)"
33 UNION ST,79-47,79,47,2730,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3701961069, -71.0952450725)"
31 UNION ST,79-48,79,48,2730,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.370090404, -71.0953046008999)"
178 ELM ST,79-5,79,5,4000,353,Commercial,FRAT-ORGANIZ,0, , , , , ,"(42.371027425, -71.096268562)"
27 UNION ST,79-50,79,50,2730,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3699415123, -71.0953894135)"
25 UNION ST,79-51,79,51,2500,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3698144729, -71.0954336645999)"
18 UNION ST,79-56,79,56,2230,111,Residential,4-8-UNIT-APT,5, , , ,YES, ,"(42.3693898686, -71.0952944906999)"
20 UNION ST,79-57,79,57,2308,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3694888572999, -71.0952676155)"
22 UNION ST,79-58,79,58,3420,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3695580373, -71.0951585174999)"
24 UNION ST,79-59,79,59,6333,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3696919303, -71.0950917666)"
184 ELM ST,79-6,79,6,6000,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3711531538, -71.0961919232999)"
26 UNION ST,79-60,79,60,2332,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3698142734, -71.0950272604)"
28 UNION ST,79-61,79,61,2037,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3698751258, -71.0949910921)"
30 UNION ST,79-62,79,62,4426,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3699701434999, -71.0949446199)"
34 UNION ST,79-63,79,63,2865,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3700781985, -71.0948873978999)"
36 UNION ST,79-64,79,64,2491,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3701607049, -71.0948451748)"
38 UNION ST,79-65,79,65,2728,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3702432294, -71.0947987194)"
40 UNION ST,79-66,79,66,2559,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.370331477, -71.094755266)"
42-44 UNION ST,79-67,79,67,5228,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.370458499, -71.0946890828)"
48 UNION ST,79-69,79,69,2492,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3705858852, -71.0946199987999)"
50 UNION ST,79-70,79,70,2398,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3706718035, -71.0945753607999)"
52 UNION ST,79-71,79,71,2307,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3707574937999, -71.0945314505)"
46 LINCOLN ST,79-72,79,72,6323,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3709210657999, -71.0944447607)"
403 WINDSOR ST,79-73,79,73,3183,0104,Mixed Use Residential,MXD TWO-FAM-RES,2,groundfloor, , , , ,"(42.3709159793, -71.0941988866999)"
399 WINDSOR ST,79-74,79,74,1513,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3708200801999, -71.0942402568999)"
395 WINDSOR ST,79-75,79,75,1572,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3707577177, -71.0942678693999)"
391 WINDSOR ST,79-76,79,76,3237,111,Residential,4-8-UNIT-APT,4, , , , , ,"(42.370663036, -71.0943069597)"
385 WINDSOR ST,79-77,79,77,3590,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3705353269999, -71.0943601360999)"
379 WINDSOR ST,79-78,79,78,3750,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3704058657, -71.0944167532999)"
371 WINDSOR ST,79-79,79,79,2220,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3703025881999, -71.0944609083999)"
194 ELM ST,79-8,79,8,1700,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3713874016, -71.0960795717)"
369 WINDSOR ST,79-80,79,80,2800,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3702171277999, -71.0944966727)"
363 WINDSOR ST,79-81,79,81,2852,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3701262501, -71.0945355955)"
357 WINDSOR ST,79-82,79,82,4230,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3700206202, -71.0945816912999)"
349-353 WINDSOR ST,79-83,79,83,4390,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3698918110999, -71.0946355439999)"
347 WINDSOR ST,79-86,79,86,4550,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3697587190999, -71.0946930629)"
341 WINDSOR ST,79-87,79,87,4710,111,Residential,4-8-UNIT-APT,5, , , , , ,"(42.3696256182999, -71.0947509988999)"
333 WINDSOR ST,79-88,79,88,4870,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3694928919999, -71.0948073187)"
327 WINDSOR ST,79-89,79,89,5642,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3693096550999, -71.0948229714999)"
95 HAMPSHIRE ST,79-91,79,91,2100,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3691439796999, -71.0949553332)"
97 HAMPSHIRE ST,79-92,79,92,3528,0105,Mixed Use Residential,MXD THREE-FM-RE,3,groundfloor, , , , ,"(42.369304567, -71.0950264253999)"
99 HAMPSHIRE ST,79-93,79,93,3380,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3693571995, -71.0951341636999)"
340 COLUMBIA ST,79-95,79,95,3063,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3712421820999, -71.0952449077999)"
70 LINCOLN ST,79-96,79,96,2071,105,Residential,THREE-FM-RES,3, , , , , ,"(42.371184792, -71.0950948957)"
91 HAMPSHIRE ST,79-97,79,97,1483,0104,Mixed Use Residential,MXD TWO-FAM-RES,2,groundfloor, , , , ,"(42.3690375000999, -71.0948586445999)"
315 WINDSOR ST,79-98,79,98,1317,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3691388708, -71.0948187773999)"
288 COLUMBIA ST,79-99,79,99,4479,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3701070688, -71.0957864965999)"
365 COLUMBIA ST,80-10,80,10,4000,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3719644606999, -71.0953270626999)"
32 WILLOW ST,80-100,80,100,1685,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3708633834, -71.0929855658999)"
359-361 COLUMBIA ST,80-11,80,11,3450,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3718675857, -71.0953824033999)"
50 WILLOW ST,80-110,80,110,25536,112,Residential,>8-UNIT-APT,14, , , , ,Authority NonTax,"(42.3712776970999, -71.0929397520999)"
187 WEBSTER AVE,80-118,80,118,6524,031,Mixed Use Commercial,MULTIUSE-COM,2,mixed, , , , ,"(42.3710569551999, -71.0935114341999)"
357 COLUMBIA ST,80-12,80,12,3450,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3717787738, -71.0954300857)"
442-448 WINDSOR ST,80-120,80,120,4977,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3717515227, -71.0933790968999)"
469 WINDSOR ST,80-125,80,125,1897,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.372361792, -71.0936477558)"
467 WINDSOR ST,80-126,80,126,3150,105,Residential,THREE-FM-RES,3, , , , , ,"(42.372246932, -71.0936900618)"
1066 CAMBRIDGE ST,80-128,80,128,16077,0112,Mixed Use Residential,MXD >8-UNIT-APT,19,groundfloor, , , , ,"(42.3726986432999, -71.0952680367999)"
345 COLUMBIA ST,80-13,80,13,4980,112,Residential,>8-UNIT-APT,9, , , , , ,"(42.3716222533, -71.0954509097)"
473-475 WINDSOR ST,80-132,80,132,1990,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3724517395, -71.0936188154)"
1010 CAMBRIDGE ST,80-142,80,142,13760,337,Transportation,PARKING-LOT,0, , , , ,City NonTax,"(42.3725626770999, -71.0936350175999)"
1030 CAMBRIDGE ST,80-147,80,147,15800,031,Mixed Use Commercial,MULTIUSE-COM,11,mixed, , , , ,"(42.3725958596999, -71.0943924497999)"
14-16 PALERMO ST,80-150,80,150,2315,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3716848254999, -71.0929384798999)"
18-20 PALERMO ST,80-151,80,151,2435,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3717082041, -71.0930214362)"
250 WEBSTER AVE,80-156,80,156,4714,105,Residential,THREE-FM-RES,3, , , , , ,"(42.372366949, -71.0942802009)"
220 ELM ST,80-16,80,16,3436,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3718967861999, -71.095756425)"
1008 CAMBRIDGE ST,80-160,80,160,3600,0105,Mixed Use Residential,MXD THREE-FM-RE,3,groundfloor, , , , ,"(42.3726488005, -71.0938727375)"
101 LINCOLN ST,80-161,80,161,2813,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3717266847, -71.0959228572999)"
216 ELM ST,80-162,80,162,1901,105,Residential,THREE-FM-RES,3, , , , , ,"(42.371827371, -71.0958652098999)"
93 LINCOLN ST,80-163,80,163,1342,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3716726286999, -71.0957709321999)"
89 LINCOLN ST,80-164,80,164,3955,112,Residential,>8-UNIT-APT,9, , , , , ,"(42.3717076256999, -71.0956534102)"
427 WINDSOR ST,80-165,80,165,126584,112,Residential,>8-UNIT-APT,40, , , , , ,"(42.371806368, -71.0943750105)"
453R WINDSOR ST,80-167,80,167,1051,132,Vacant Residential,RES-UDV-LAND,0, , , , , ,"(42.3719859543, -71.0939856552)"
222 ELM ST,80-17,80,17,5099,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3720102521999, -71.0956899454999)"
984 CAMBRIDGE ST,80-172,80,172,2764,345,Office,RETAIL-OFFIC,0, , , , , ,"(42.3726619034, -71.0935772229999)"
910-950 CAMBRIDGE ST,80-175,80,175,25448,340,Office,GEN-OFFICE,0, , , , ,Other NonTax,"(42.3723900003, -71.0925937891999)"
455 WINDSOR ST,80-176,80,176,1437,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3720677195999, -71.0937162954)"
235-237 WEBSTER AVE,80-177,80,177,2616,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3720919625, -71.0938980198999)"
424-430 WINDSOR ST,80-178,80,178,15505,112,Residential,>8-UNIT-APT,14, , , ,YES, ,"(42.3713394526999, -71.0934615166)"
238 ELM ST,80-18,80,18,5033,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3721444723, -71.0956128778999)"
246 ELM ST,80-19,80,19,4966,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3722779897999, -71.095533437)"
1060 CAMBRIDGE ST,80-2,80,2,3295,0111,Mixed Use Residential,MXD 4-8-UNIT-AP,8,groundfloor, , , , ,"(42.3727852836999, -71.0949355655999)"
254 ELM ST,80-20,80,20,4900,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3724146591, -71.0954541463)"
1046 CAMBRIDGE ST,80-3,80,3,2984,340,Office,GEN-OFFICE,0, , , , ,Other NonTax,"(42.3727771204, -71.0947581204)"
43 LINCOLN ST,80-32,80,32,1815,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3712433684999, -71.0943450274999)"
49 LINCOLN ST,80-35,80,35,5300,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3713383536, -71.0945898208999)"
65 LINCOLN ST,80-36,80,36,5860,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3714837062, -71.0947568312)"
401 COLUMBIA ST,80-4,80,4,2607,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3726451129999, -71.0948911035)"
461 WINDSOR ST,80-46,80,46,1282,101,Residential,SNGL-FAM-RES,1, , , , , ,"(42.3721459718, -71.0937256014999)"
453 WINDSOR ST,80-49,80,49,2175,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3719789661, -71.0938032524999)"
395 COLUMBIA ST,80-5,80,5,3495,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3725571466999, -71.0949721638999)"
966 CAMBRIDGE ST,80-51,80,51,2137,345,Office,RETAIL-OFFIC,0, , , , , ,"(42.372544538, -71.0932150906999)"
960 CAMBRIDGE ST,80-52,80,52,2446,0104,Mixed Use Residential,MXD TWO-FAM-RES,2,groundfloor, , ,YES, ,"(42.3725272456999, -71.0931125267999)"
956 CAMBRIDGE ST,80-53,80,53,3187,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3725049759, -71.0929938421)"
116 WILLOW ST,80-58,80,58,4820,0112,Mixed Use Residential,MXD >8-UNIT-APT,17,groundfloor, , , , ,"(42.3723908154999, -71.0921063371999)"
98 WILLOW ST,80-59,80,59,2018,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3722433932, -71.092273363)"
389 COLUMBIA ST,80-6,80,6,3450,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3724715381, -71.0950422019)"
96 WILLOW ST,80-60,80,60,3204,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3721629515, -71.0923142011999)"
92 WILLOW ST,80-61,80,61,2125,105,Residential,THREE-FM-RES,3, , , , , ,"(42.372080998, -71.092357761)"
88 WILLOW ST,80-62,80,62,2016,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3720130474999, -71.0923837946999)"
84 WILLOW ST,80-63,80,63,1555,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3719417826999, -71.0923885512)"
80 WILLOW ST,80-64,80,64,2355,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3718521683999, -71.0924227224)"
3 PALERMO ST,80-65,80,65,1470,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3719189723, -71.0925482963999)"
5 PALERMO ST,80-66,80,66,3859,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3720007792, -71.0926307401)"
23 PALERMO ST,80-69,80,69,3859,105,Residential,THREE-FM-RES,3, , , , , ,"(42.372128205, -71.0930415687)"
381 COLUMBIA ST,80-7,80,7,6900,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.372342887, -71.0951135709999)"
464 WINDSOR ST,80-70,80,70,3869,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3721274787, -71.0932753547999)"
472 WINDSOR ST,80-71,80,71,3881,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3722511870999, -71.0932189426)"
478 WINDSOR ST,80-72,80,72,5135,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3723462763, -71.0930974328999)"
72 WILLOW ST,80-73,80,73,4400,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3716451734999, -71.0925959194999)"
64 WILLOW ST,80-74,80,74,3600,105,Residential,THREE-FM-RES,3, , , ,YES, ,"(42.3715192582, -71.0926667412)"
38 WILLOW ST,80-79,80,79,4166,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3709838899999, -71.0930256545999)"
379 COLUMBIA ST,80-8,80,8,3800,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3722099875, -71.095188682)"
13-15 LINCOLN ST,80-81,80,81,4052,111,Residential,4-8-UNIT-APT,6, , , , , ,"(42.3709877200999, -71.0933149855)"
434 WINDSOR ST,80-87,80,87,6543,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3715253335, -71.0932091855)"
440 WINDSOR ST,80-88,80,88,2548,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3716499915, -71.0934469376)"
367 COLUMBIA ST,80-9,80,9,6000,111,Residential,4-8-UNIT-APT,6, , , ,YES, ,"(42.3720886431, -71.0952581745)"
454 WINDSOR ST,80-90,80,90,5300,111,Residential,4-8-UNIT-APT,4, , , ,YES, ,"(42.3718786653999, -71.0933195339)"
24 PALERMO ST,80-91,80,91,3251,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3717409295, -71.0931202928999)"
12 PALERMO ST,80-93,80,93,4000,105,Residential,THREE-FM-RES,3, , , , , ,"(42.3716505465, -71.0928330767)"
19 PALERMO ST,80-94,80,94,2701,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3720918564999, -71.0929249062999)"
13 PALERMO ST,80-95,80,95,2392,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.372064622, -71.0928339840999)"
9 PALERMO ST,80-96,80,96,2625,104,Residential,TWO-FAM-RES,2, , , ,YES, ,"(42.3720372407, -71.0927450670999)"
11 LINCOLN ST,80-97,80,97,1496,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3708998198, -71.0932288794)"
9 LINCOLN ST,80-98,80,98,1508,104,Residential,TWO-FAM-RES,2, , , , , ,"(42.3708723255999, -71.0931402961)"
